segment_index,duration_s,processed_frames,n_people_avg,n_people_max,throughput_fps,fps_mean,fps_p95,n_detections,detection_rate,dominant_activity,dominant_activity_pct,activity_dist,n_tracks,mean_track_duration_s,pose_valid_ratio,n_faces,mean_faces_per_frame,dominant_face,dominant_face_pct,real,spoof,unknown,ms_detector_mean,ms_detector_p95,ms_bytetrack_mean,ms_bytetrack_p95,ms_pose_mean,ms_pose_p95,ms_body110_har_mean,ms_body110_har_p95,ms_face_liveness_mean,ms_face_liveness_p95,ms_total_mean,ms_total_p95,accuracy_pct,n_labeled_seg
1,1.89,60,0.0,0,31.83,42.94,51.11,0,0.0,,0.0,,0,0,0,0,0.0,,0.0,0,0,0,31.19,25.41,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,34.14,28.78,0.0,4
