segment_index,duration_s,processed_frames,n_people_avg,n_people_max,throughput_fps,fps_mean,fps_p95,n_detections,detection_rate,dominant_activity,dominant_activity_pct,activity_dist,n_tracks,mean_track_duration_s,pose_valid_ratio,n_faces,mean_faces_per_frame,dominant_face,dominant_face_pct,real,spoof,unknown,ms_detector_mean,ms_detector_p95,ms_bytetrack_mean,ms_bytetrack_p95,ms_pose_mean,ms_pose_p95,ms_body110_har_mean,ms_body110_har_p95,ms_face_liveness_mean,ms_face_liveness_p95,ms_total_mean,ms_total_p95,accuracy_pct,n_labeled_seg,detection_ok
1,0.06,3,0.0,0,49.77,30.15,48.77,0,0.0,,0.0,,0,0,0,0,0.0,,0.0,0,0,0,372.51,973.16,0.01,0.01,,,,,,,381.37,991.49,0.0,4,0
