segment_index,duration_s,processed_frames,n_people_avg,n_people_max,throughput_fps,fps_mean,fps_p95,n_detections,detection_rate,dominant_activity,dominant_activity_pct,activity_dist,n_tracks,mean_track_duration_s,pose_valid_ratio,n_faces,mean_faces_per_frame,dominant_face,dominant_face_pct,real,spoof,unknown,ms_detector_mean,ms_detector_p95,ms_bytetrack_mean,ms_bytetrack_p95,ms_pose_mean,ms_pose_p95,ms_body110_har_mean,ms_body110_har_p95,ms_face_liveness_mean,ms_face_liveness_p95,ms_total_mean,ms_total_p95,accuracy_pct,n_labeled_seg,detection_ok
1,9.21,172,1.0,1,18.69,21.38,25.75,172,18.69,walking,88.95,walking:89.0%collecting:11.0%,1,9.21,100.0,172,1.0,ridho,100.0,167,5,0,23.03,23.84,0.49,0.72,22.05,26.06,4.03,5.57,44.6,35.44,58.41,70.62,,0,1
