segment_index,second,n_frames,n_people_avg,n_detections,dominant_activity,dominant_activity_pct,activity_counts,dominant_face,dominant_face_count,ms_detector,ms_bytetrack,ms_pose,ms_body110_har,ms_face_liveness,ms_total,fps_avg
1,1,3,0.0,0,,0.0,,,0,342.47,0.01,,,,354.32,2.82
